gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService    ,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract      ,PaperlessBilling,PaymentMethod            ,MonthlyCharges,TotalCharges,PaymentMethod**3,log(TotalCharges),InternetService**3,1/TotalCharges,OnlineSecurity**3,TechSupport**3,Churn
1,1,0,0,11,1,2,1,1,1,1,1,1,2,0,1,1,84.8,906.85,1,6.809977056,1,0.001102718,1,1,1
0,0,0,0,1,1,1,0,2,1,1,1,1,1,0,1,3,50.7,50.7,27,3.925925911,0,0.019723866,8,1,0
1,0,0,0,4,1,2,1,1,2,1,1,1,2,0,1,2,88.95,355.2,8,5.872681011,1,0.002815315,1,1,1
1,0,1,1,61,1,1,2,0,0,0,0,0,0,0,1,3,19.4,1182.55,27,7.075428403,8,0.00084563,0,0,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,70.1,70.1,8,4.249922794,1,0.014265335,1,1,1
0,0,0,1,63,0,0,0,2,2,1,2,1,1,1,1,0,40.6,2588.95,0,7.859007667,0,0.000386257,8,8,0
1,1,1,0,70,1,2,1,2,1,1,1,1,2,0,1,2,90.85,6470.1,8,8.774946843,1,0.000154557,8,1,0
1,0,1,0,42,1,2,0,1,1,1,1,1,1,0,1,2,50.25,2203.65,8,7.697870355,0,0.000453793,1,1,1
1,0,1,0,3,1,2,1,1,2,1,1,1,2,0,1,1,91.5,242.95,1,5.492855661,1,0.004116073,1,1,1
1,0,1,0,8,1,2,1,1,1,1,2,1,2,0,1,2,90.25,743.75,8,6.611704957,1,0.001344538,1,8,0
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,115.15,8078.1,1,8.996911975,1,0.000123791,8,8,0
0,0,0,0,1,0,0,0,1,1,1,1,1,2,0,1,2,35.45,35.45,8,3.568123253,0,0.028208745,1,1,1
0,0,0,1,25,1,1,2,0,0,0,0,0,0,0,0,3,20.8,460.2,27,6.131661178,8,0.002172968,0,0,0
0,0,1,1,15,1,1,2,0,0,0,0,0,0,2,0,3,19.35,278.85,27,5.630674003,8,0.003586157,0,0,0
0,0,0,0,67,1,1,2,0,0,0,0,0,0,2,0,0,19.95,1311.75,0,7.179117403,8,0.00076234,0,0,0
0,0,0,0,10,1,2,1,1,2,2,1,1,2,0,1,2,95.25,1021.55,8,6.929076361,1,0.000978905,1,1,0
0,0,0,0,69,1,2,1,1,1,2,2,2,2,2,1,0,106.5,7348.8,0,8.902292314,1,0.000136077,1,8,1
0,0,1,1,31,1,2,0,2,2,1,2,1,2,1,1,0,75.25,2344.5,0,7.759827439,0,0.00042653,8,8,0
0,0,1,1,14,1,2,0,2,2,1,1,1,2,0,0,3,69.2,944.65,27,6.850814489,0,0.001058593,8,1,0
0,0,0,0,27,1,1,0,2,1,1,2,1,1,0,0,3,53.45,1461.45,27,7.287184373,0,0.000684252,8,8,0
1,0,0,0,54,1,2,1,2,1,2,1,2,2,1,1,0,103.95,5639.05,0,8.637470891,1,0.000177335,8,1,1
0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,3,44.15,44.15,27,3.787592927,0,0.022650057,1,1,1
1,0,1,0,59,1,1,2,0,0,0,0,0,0,2,0,0,18.4,1057.85,0,6.963993825,8,0.000945314,0,0,0
0,0,0,0,14,0,0,0,1,1,2,1,2,2,0,1,2,50.75,712.75,8,6.569130728,0,0.001403016,1,1,1
1,0,0,0,38,1,2,0,2,2,2,1,1,1,0,1,0,66.15,2522.4,0,7.832966108,0,0.000396448,8,1,0
0,0,1,1,17,1,1,1,2,1,2,1,2,1,0,1,2,89.4,1539.45,8,7.339180489,1,0.000649583,8,1,1
0,0,0,0,4,1,1,0,1,2,1,1,1,1,0,0,3,49.25,208.45,27,5.339699204,0,0.004797314,1,1,0
1,0,0,0,43,1,2,1,1,2,2,1,2,2,2,1,2,104.6,4759.85,8,8.467971434,1,0.000210091,1,1,1
1,0,1,1,35,0,0,0,1,1,1,2,2,1,1,0,3,40.9,1383.6,27,7.232444077,0,0.000722752,1,8,0
1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,69.85,69.85,8,4.246350086,1,0.014316392,1,1,1
0,0,1,1,9,1,2,1,1,1,2,1,2,1,1,1,2,90.35,767.9,8,6.643659516,1,0.001302253,1,1,0
0,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35,5791.1,1,8.664077535,1,0.000172679,8,8,0
0,1,0,0,4,1,1,1,1,1,2,1,2,2,0,1,2,94.75,422.4,8,6.045952732,1,0.002367424,1,1,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,69.8,69.8,8,4.24563401,1,0.014326648,1,1,1
1,1,1,0,65,1,2,1,1,2,2,1,2,2,0,1,0,108.8,7082.45,0,8.865375172,1,0.000141194,1,1,0
0,0,0,0,56,1,2,2,0,0,0,0,0,0,1,0,2,24.9,1334,8,7.195937226,8,0.000749625,0,0,1
1,0,1,0,21,1,2,1,2,1,2,1,2,2,0,1,0,104.4,2200.25,0,7.696326269,1,0.000454494,8,1,1
1,0,0,1,2,1,2,1,1,1,1,1,2,2,0,1,0,94.2,193.8,0,5.266826699,1,0.005159959,1,1,1
0,0,0,0,61,1,2,1,2,1,2,1,2,2,0,1,2,106.45,6300.15,8,8.748328722,1,0.000158726,8,1,0
0,0,0,0,14,1,2,1,1,2,1,1,2,2,0,1,2,100.55,1415.55,8,7.255273427,1,0.000706439,1,1,1
1,0,1,1,17,1,2,0,1,1,2,2,1,1,1,1,3,61.95,1070.7,27,6.976067919,0,0.000933968,1,8,0
0,0,1,0,46,0,0,0,2,1,2,2,1,1,2,0,1,40.4,1842.7,1,7.518987166,0,0.000542682,8,8,0
1,0,1,1,51,1,2,1,1,1,2,1,1,2,1,1,2,90.15,4554.85,8,8.423947878,1,0.000219546,1,1,0
1,1,0,0,35,1,2,1,2,2,2,2,2,2,1,1,0,110.8,3836.3,0,8.252263639,1,0.000260668,8,8,0
1,0,1,1,72,0,0,0,1,2,1,2,2,2,2,0,1,53.65,3784,1,8.23853693,0,0.000264271,1,8,0
1,0,0,0,10,1,2,1,1,1,1,1,1,1,0,1,2,74.75,799.65,8,6.684174132,1,0.001250547,1,1,1
1,0,1,0,64,0,0,0,2,1,2,2,1,2,2,0,2,47.85,3147.5,8,8.054363766,0,0.000317712,8,8,1
0,1,1,1,8,1,1,1,1,1,1,1,2,1,0,1,1,80.45,583.45,1,6.368958758,1,0.001713943,1,1,1
0,1,0,0,17,1,1,1,1,2,2,1,2,2,0,1,2,101.8,1752.45,8,7.468770088,1,0.00057063,1,1,0
1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,2,21,21,8,3.044522438,8,0.047619048,0,0,1
1,0,0,0,18,1,2,1,1,1,2,2,1,2,0,1,0,95.05,1679.4,0,7.426191866,1,0.000595451,1,8,0
1,0,0,0,58,1,1,1,2,2,2,1,2,2,1,1,2,106.45,6145.85,8,8.723532336,1,0.000162711,8,1,1
0,0,0,0,23,1,2,1,1,1,1,1,1,1,0,1,2,74.95,1710.45,8,7.444511773,1,0.000584641,1,1,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,3,70.9,70.9,27,4.261270434,1,0.014104372,1,1,1
0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,3,19.25,19.25,27,2.957511061,8,0.051948052,0,0,1
1,0,0,0,50,1,2,0,2,1,2,2,2,2,1,1,1,82.5,4179.1,1,8.337851191,0,0.000239286,8,8,0
0,0,1,1,12,1,2,2,0,0,0,0,0,0,2,1,0,24,269.65,0,5.597124822,8,0.003708511,0,0,0
0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,1,2,74.9,74.9,8,4.316153891,1,0.013351135,1,1,1
0,1,1,0,6,1,1,1,1,2,1,1,1,2,0,1,2,84.2,519.15,8,6.252192859,1,0.001926226,1,1,1
1,0,0,0,55,1,1,0,2,1,1,1,1,1,0,1,1,50.55,2832.75,1,7.94900325,0,0.000353014,8,1,0
0,0,1,1,37,1,2,0,2,1,2,2,1,1,2,1,1,62.8,2278.75,1,7.731382326,0,0.000438837,8,8,0
1,0,0,1,13,1,2,1,1,2,2,1,2,2,1,1,1,104.15,1299.1,1,7.169426996,1,0.000769764,1,1,0
1,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,2,70.35,139.25,8,4.936270879,1,0.007181329,1,1,0
1,0,0,0,12,1,2,1,1,2,1,1,2,1,0,1,0,89.75,1052.4,0,6.958828549,1,0.000950209,1,1,1
0,0,0,0,11,0,0,0,1,1,2,1,2,1,1,1,2,41.6,470.6,8,6.154008476,0,0.002124947,1,1,1
1,0,0,0,7,0,0,0,1,1,1,1,1,1,0,0,0,25.05,189.95,0,5.24676088,0,0.005264543,1,1,0
1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,1,3,20.55,33.6,27,3.514526067,8,0.029761905,0,0,0
0,0,0,1,60,1,1,2,0,0,0,0,0,0,2,0,3,19.95,1189.9,27,7.081624549,8,0.000840407,0,0,0
0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,3,20.5,20.5,27,3.020424886,8,0.048780488,0,0,1
1,1,0,0,11,1,2,0,2,1,1,1,1,1,0,1,2,55.6,580.8,8,6.364406464,0,0.001721763,8,1,0
0,1,0,0,49,1,2,0,2,2,2,2,1,2,2,0,1,81.35,4060.9,1,8.309159903,0,0.000246251,8,8,0
0,1,0,0,19,1,2,1,1,1,2,1,1,1,0,1,2,79.85,1471.75,8,7.294207448,1,0.000679463,1,1,1
1,0,0,1,35,1,1,2,0,0,0,0,0,0,1,1,1,20.1,644.5,1,6.468474822,8,0.00155159,0,0,0
0,0,1,1,15,1,1,1,2,1,1,1,1,1,0,0,3,75.1,1151.55,27,7.04886414,1,0.000868395,8,1,0
0,0,0,0,26,1,2,1,1,1,2,1,2,2,0,1,2,98.35,2515.3,8,7.83014736,1,0.000397567,1,1,1
1,0,0,0,28,1,1,0,2,2,1,2,1,1,1,1,2,59.9,1654.7,8,7.411375002,0,0.000604339,8,8,0
0,0,1,1,13,1,1,2,0,0,0,0,0,0,1,0,3,20,218.55,27,5.387014821,8,0.004575612,0,0,0
1,0,1,1,22,1,1,1,1,2,1,1,1,2,0,0,2,83.3,1845.9,8,7.520722242,1,0.000541741,1,1,1
0,0,0,0,32,1,1,1,1,1,1,1,2,2,0,0,2,91.05,2871.5,8,7.96258982,1,0.00034825,1,1,0
1,0,0,0,7,1,1,0,1,1,1,2,2,1,0,1,3,59.5,415.95,27,6.030565061,0,0.002404135,1,8,1
0,0,0,0,44,1,2,1,2,2,2,1,2,2,0,1,2,111.5,4915.15,8,8.500077551,1,0.000203453,8,1,0
1,1,1,0,50,1,2,2,0,0,0,0,0,0,1,0,2,25.2,1306.3,8,7.174953992,8,0.000765521,0,0,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,90.95,6652.45,1,8.802740487,0,0.000150321,8,8,0
1,0,1,1,70,1,1,2,0,0,0,0,0,0,2,1,3,19.2,1401.4,27,7.245227016,8,0.000713572,0,0,0
0,0,1,0,16,1,1,1,2,2,1,1,1,1,0,0,0,80.75,1321.3,0,7.186371379,1,0.00075683,8,1,0
0,1,1,0,72,1,1,0,2,2,2,2,2,1,2,0,0,74.4,5360.75,0,8.58685917,0,0.000186541,8,8,0
1,0,0,1,19,1,1,0,1,1,1,2,1,1,0,0,3,48.8,953.65,27,6.860296728,0,0.001048603,1,8,0
1,0,0,0,68,0,0,0,2,1,2,2,1,1,2,0,3,38.9,2719.2,27,7.908092998,0,0.000367755,8,8,0
0,1,1,0,53,1,2,1,1,2,1,1,2,2,0,1,2,101.9,5549.4,8,8.621445093,1,0.0001802,1,1,1
0,1,0,0,30,1,2,1,2,1,1,1,1,2,0,1,1,90.5,2595.85,1,7.861669295,1,0.00038523,8,1,0
0,0,0,0,62,0,0,0,2,2,2,2,1,1,2,1,0,43.7,2618.3,0,7.870280531,0,0.000381927,8,8,0
1,0,1,0,17,1,2,1,2,1,1,1,1,1,0,0,2,78.9,1348.95,8,7.207081791,1,0.000741317,8,1,0
0,1,1,0,2,1,2,1,1,1,1,1,2,1,0,1,3,86.85,156.35,27,5.052097084,1,0.006395907,1,1,1
1,1,0,0,49,1,1,1,1,2,2,1,1,2,1,1,0,89.85,4287.2,0,8.363389118,1,0.000233252,1,1,0
0,0,0,0,50,1,2,2,0,0,0,0,0,0,2,0,0,24.9,1195.25,0,7.086110648,8,0.000836645,0,0,0
0,0,1,1,38,1,2,0,1,2,2,1,2,2,1,0,1,78.95,2862.55,1,7.959468115,0,0.000349339,1,1,0
0,0,1,1,17,1,2,0,1,2,2,2,1,1,0,1,3,66.7,1077.05,27,6.981981101,0,0.000928462,1,8,0
0,0,0,0,32,1,1,0,1,1,1,1,2,2,1,1,0,64.85,2010.95,0,7.606362526,0,0.000497277,1,1,0
0,0,0,0,54,0,0,0,2,2,1,1,1,2,2,0,0,46.2,2431.95,0,7.796448684,0,0.000411193,8,1,0
0,0,1,0,38,1,1,2,0,0,0,0,0,0,2,0,0,20.4,743.5,0,6.611368766,8,0.00134499,0,0,0
0,1,1,0,10,1,2,1,1,1,1,1,1,2,0,1,2,86.65,856.65,8,6.753029434,1,0.001167338,1,1,1
1,0,0,0,8,1,2,1,1,1,1,1,1,1,0,1,2,75.25,576.7,8,6.357322201,1,0.001734004,1,1,0
0,0,0,0,29,0,0,0,2,1,1,2,1,1,1,0,3,35.6,1072.6,27,6.977840887,0,0.000932314,8,8,0
0,1,1,0,53,1,2,0,2,1,1,2,1,1,1,1,2,60.05,3229.65,8,8.080129051,0,0.000309631,8,8,1
1,0,1,1,49,1,2,1,1,1,1,1,2,2,0,1,0,95.4,4613.95,0,8.436839602,1,0.000216734,1,1,0
1,0,0,0,57,1,1,0,1,2,2,2,2,1,2,0,3,69.75,3894.4,27,8.267294903,0,0.000256779,1,8,0
1,0,0,0,1,1,1,1,2,2,1,2,1,1,0,1,3,83.4,83.4,27,4.423648309,1,0.011990408,8,8,0
0,0,1,1,28,0,0,0,1,2,2,2,2,2,1,1,1,60,1682.05,1,7.427768567,0,0.000594513,1,8,0
1,0,1,0,2,1,1,1,1,1,1,1,1,1,0,1,2,70.35,120.25,8,4.789572909,1,0.008316008,1,1,0
1,0,1,0,70,1,1,2,0,0,0,0,0,0,2,0,1,19.85,1328.35,1,7.19169285,8,0.000752814,0,0,0
1,0,0,0,42,1,1,0,2,2,2,1,1,1,0,0,0,59.65,2536.55,0,7.838560169,0,0.000394236,8,1,0
1,0,0,0,18,1,1,0,1,1,2,1,1,1,0,1,3,50,892.7,27,6.794250578,0,0.001120197,1,1,0
0,1,1,0,18,1,1,0,2,1,1,1,1,2,0,1,1,59.1,1011.05,1,6.918744674,0,0.000989071,8,1,0
1,0,1,0,31,1,1,1,1,2,1,1,1,2,0,1,0,83.85,2674.15,0,7.891386852,1,0.000373951,1,1,0
1,0,1,1,64,1,1,2,0,0,0,0,0,0,1,0,0,19.8,1336.65,0,7.197921763,8,0.000748139,0,0,0
1,0,1,0,72,1,1,0,2,2,2,2,2,2,2,0,3,85.1,6155.4,27,8.725085024,0,0.000162459,8,8,0
0,0,0,0,12,1,1,1,1,1,1,1,2,1,0,1,2,81.45,912,8,6.81563999,1,0.001096491,1,1,0
1,0,1,1,66,1,2,1,2,2,2,1,2,2,2,0,0,109.25,7082.5,0,8.865382232,1,0.000141193,8,1,0
1,1,0,0,5,1,1,1,1,2,1,1,2,1,0,1,2,84.7,392.5,8,5.972536537,1,0.002547771,1,1,0
1,1,1,0,50,1,2,1,2,2,2,1,2,2,0,0,0,108.75,5431.9,0,8.60004426,1,0.000184098,8,1,0
0,0,1,1,31,1,2,0,1,1,1,1,1,2,0,0,0,59.7,1825.5,0,7.509609201,0,0.000547795,1,1,0
1,0,0,0,9,1,2,1,1,1,2,1,2,2,0,0,1,98.3,923.5,1,6.8281708,1,0.001082837,1,1,1
0,0,0,1,62,1,2,2,0,0,0,0,0,0,2,1,3,24.4,1413,27,7.253470383,8,0.000707714,0,0,0
1,0,1,1,48,1,1,2,0,0,0,0,0,0,2,0,3,19.55,883.35,27,6.783721498,8,0.001132054,0,0,0
0,0,0,0,1,1,2,0,1,1,1,1,1,1,0,1,2,50.45,50.45,8,3.920982747,0,0.019821606,1,1,1
0,1,1,1,71,1,2,1,2,2,1,1,2,2,0,1,1,105.1,7548.1,1,8.929051155,1,0.000132484,8,1,1
0,1,1,0,51,0,0,0,1,2,1,1,1,1,0,1,1,29.45,1459.35,1,7.28574641,0,0.000685237,1,1,0
1,0,1,0,2,1,1,1,2,1,1,2,1,1,0,1,2,80.15,194.55,8,5.270689199,1,0.005140067,8,8,0
1,0,0,0,39,0,0,0,2,2,1,2,1,1,1,1,0,40.3,1630.4,0,7.396580662,0,0.000613346,8,8,0
1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,2,19.45,19.45,8,2.96784707,8,0.051413882,0,0,0
1,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,2,116,8182.85,8,9.00979578,1,0.000122207,8,8,0
0,1,1,0,25,1,2,1,2,1,1,1,1,2,1,1,2,89.05,2177.45,8,7.685909746,1,0.000459253,8,1,1
0,0,0,0,19,0,0,0,1,1,2,1,2,1,0,1,2,39.65,733.35,8,6.597623078,0,0.001363605,1,1,1
0,0,0,1,40,1,1,0,2,2,1,1,1,1,0,1,3,55.25,2139.2,27,7.668187206,0,0.000467464,8,1,1
0,0,0,0,2,0,0,0,1,1,2,1,2,2,0,1,2,49.25,90.35,8,4.503691017,0,0.011068069,1,1,1
1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,3,25.4,25.4,27,3.234749174,8,0.039370079,0,0,0
0,0,0,0,6,1,1,1,1,1,1,1,1,1,0,1,2,69.1,435,8,6.075346031,1,0.002298851,1,1,0
1,0,1,0,23,1,1,0,1,1,1,2,2,1,1,0,0,60,1347.15,0,7.205746529,0,0.000742308,1,8,0
1,0,0,0,9,0,0,0,1,2,1,1,1,2,0,0,2,40.75,359.4,8,5.884435974,0,0.002782415,1,1,0
0,1,1,0,16,1,1,1,1,1,1,1,1,1,0,1,0,71.8,1167.8,0,7.062876916,1,0.000856311,1,1,1
0,0,0,1,33,1,2,1,2,1,2,1,1,2,0,1,0,95.3,3275.15,0,8.094118949,1,0.00030533,8,1,0
0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,1,3,80.85,80.85,27,4.392595586,1,0.012368584,1,1,1
1,0,1,1,45,1,2,1,2,2,1,1,2,2,0,1,2,105.15,4730.9,8,8.461870738,1,0.000211376,8,1,0
0,0,0,0,14,1,1,2,0,0,0,0,0,0,1,0,0,20.4,275.7,0,5.619313318,8,0.003627131,0,0,0
1,0,0,0,4,1,1,1,1,1,1,1,1,1,0,0,2,70.4,281,8,5.638354669,1,0.003558719,1,1,1
0,0,1,1,17,1,1,1,1,1,1,1,2,1,0,0,2,80.85,1400.85,8,7.244834474,1,0.000713852,1,1,1
1,0,1,0,71,1,2,2,0,0,0,0,0,0,2,0,0,24.75,1836.9,0,7.515834647,8,0.000544395,0,0,0
1,0,1,0,20,1,1,1,1,1,1,1,1,1,0,1,0,69.8,1540.35,0,7.339764942,1,0.000649203,1,1,0
0,0,0,0,4,1,1,1,1,1,2,2,1,2,0,1,2,90.4,356.65,8,5.876754909,1,0.002803869,1,8,0
0,0,0,0,37,1,1,1,1,1,1,1,1,1,0,1,3,70.35,2552.9,27,7.844985247,1,0.000391711,1,1,0
0,0,0,0,24,1,2,1,1,2,1,1,1,1,0,1,2,80.25,1861.5,8,7.529137893,1,0.000537201,1,1,1
1,1,0,0,60,1,2,1,2,1,1,1,2,2,1,1,0,101.4,6176.6,0,8.728523237,1,0.000161901,8,1,0
1,1,0,0,59,1,2,1,2,2,2,1,1,1,0,1,2,89.75,5496.9,8,8.611939576,1,0.000181921,8,1,0
1,0,0,0,10,1,1,1,1,1,1,1,1,2,0,1,0,80.25,846,0,6.74051936,1,0.001182033,1,1,1
1,0,0,0,8,1,2,1,1,1,2,1,2,2,0,1,2,99.65,820.5,8,6.709913911,1,0.001218769,1,1,1
1,0,1,0,37,0,0,0,2,1,1,2,2,1,2,0,2,45.4,1593.1,8,7.373437083,0,0.000627707,8,8,0
1,0,1,0,41,0,0,0,1,2,1,2,1,1,1,0,3,35.45,1391.65,27,7.238245372,0,0.000718571,1,8,0
0,0,1,1,8,1,1,2,0,0,0,0,0,0,0,1,3,19.35,152.6,27,5.027820119,8,0.00655308,0,0,0
1,0,1,1,5,1,2,2,0,0,0,0,0,0,0,1,3,24.3,132.25,27,4.884694071,8,0.007561437,0,0,0
1,1,0,0,40,1,2,1,1,1,2,2,2,2,1,1,1,103.75,4188.4,1,8.340074078,1,0.000238755,1,8,0
1,0,1,0,1,1,1,0,2,2,1,1,1,1,0,1,3,53.55,53.55,27,3.980615797,0,0.018674136,8,1,0
1,0,0,0,55,1,2,1,2,1,2,1,1,1,1,1,1,84.25,4589.85,1,8.431602623,1,0.000217872,8,1,0
0,0,0,0,2,1,1,0,1,1,1,1,1,1,0,0,2,44.35,81.25,8,4.397530821,0,0.012307692,1,1,1
0,0,1,0,4,1,2,1,1,1,1,1,1,1,0,1,2,74.65,301.4,8,5.708438286,1,0.00331785,1,1,1
1,0,1,0,71,1,2,1,2,1,2,1,2,2,1,1,1,104.1,7412.25,1,8.910889316,1,0.000134912,8,1,0
1,0,1,0,47,1,1,1,1,1,2,1,1,2,0,1,2,85.3,4045.65,8,8.305397509,1,0.000247179,1,1,1
0,0,0,0,39,1,1,1,2,1,2,1,2,2,2,1,2,100.45,3801.7,8,8.243203614,1,0.00026304,8,1,0
1,1,0,0,4,1,2,1,1,1,2,1,2,1,0,1,2,89.2,346.2,8,5.847016643,1,0.002888504,1,1,1
0,0,0,1,6,1,1,2,0,0,0,0,0,0,0,1,3,20.2,98.35,27,4.588532545,8,0.010167768,0,0,0
1,0,1,0,47,1,2,2,0,0,0,0,0,0,1,0,2,26.9,1250.85,8,7.131578599,8,0.000799456,0,0,0
1,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15,1,8.854829036,1,0.000142691,8,8,0
1,1,1,1,29,0,0,0,1,2,2,1,1,1,0,1,3,35.65,1025.15,27,6.932594222,0,0.000975467,1,1,0
0,0,1,1,52,1,2,2,0,0,0,0,0,0,2,0,3,24.55,1331.05,27,7.193723383,8,0.000751287,0,0,0
0,0,1,0,1,1,1,1,1,1,2,1,1,1,0,0,2,76.2,76.2,8,4.333361463,1,0.01312336,1,1,1
0,1,0,0,2,0,0,0,1,1,1,1,1,1,0,1,3,24.45,47.5,27,3.860729711,0,0.021052632,1,1,1
1,0,1,1,69,1,2,1,1,2,2,2,2,2,1,1,0,108.75,7493.05,0,8.921731203,1,0.000133457,1,8,0
1,0,1,1,0,0,0,0,2,1,2,2,2,1,2,1,0,52.55,1261.2,0,7.139818928,0,0.000792896,8,8,0
1,0,0,0,64,1,2,0,2,2,2,2,2,2,2,1,1,86.4,5442.05,1,8.601911107,0,0.000183754,8,8,0
0,0,1,1,40,1,1,2,0,0,0,0,0,0,0,1,0,20.4,745.3,0,6.613786822,8,0.001341742,0,0,0
0,0,1,0,54,1,1,1,2,2,2,2,2,2,2,0,0,109.75,6110.2,0,8.717714785,1,0.000163661,8,8,1
0,0,0,0,64,1,2,1,1,2,1,2,2,2,1,1,1,105.65,6903.1,1,8.839725865,1,0.000144862,1,8,1
1,0,1,1,62,0,0,0,2,2,1,2,2,1,2,0,0,48.7,3008.55,0,8.009213514,0,0.000332386,8,8,0
0,0,1,0,62,0,0,0,1,1,1,2,2,1,2,1,0,39,2337.45,0,7.756815871,0,0.000427817,1,8,0
1,0,1,0,37,1,2,1,2,1,2,2,1,2,1,1,2,99.2,3754.6,8,8.230737034,1,0.00026634,8,8,1
0,0,1,1,51,1,1,0,2,1,1,2,2,2,1,1,0,76.4,3966.3,0,8.285588949,0,0.000252124,8,8,0
1,0,0,0,5,1,1,0,2,1,1,2,1,1,0,0,2,54.2,308.25,8,5.730911142,0,0.00324412,8,8,1
1,0,1,0,50,1,2,1,2,2,1,2,2,2,1,0,2,108.55,5610.7,8,8.632430768,1,0.000178231,8,8,1
1,0,1,0,68,0,0,0,2,1,2,1,2,2,1,1,2,54.4,3723.65,8,8.222459649,0,0.000268554,8,1,0
1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,3,19.95,38.15,27,3.641525758,8,0.02621232,0,0,0
0,0,1,0,44,1,1,1,1,1,1,1,2,2,1,1,0,90.65,3974.15,0,8.287566168,1,0.000251626,1,1,0
0,0,0,0,64,1,2,1,2,1,2,2,1,2,2,0,1,99.25,6549.45,1,8.787136356,1,0.000152685,8,8,0
1,0,1,1,68,1,1,0,2,2,2,2,2,2,2,1,1,85,5607.75,1,8.631904849,0,0.000178325,8,8,0
1,0,1,0,72,1,2,0,2,2,1,2,1,1,2,0,0,64.75,4804.75,0,8.477360291,0,0.000208127,8,8,0
1,0,1,1,10,1,2,1,2,1,1,1,2,2,0,1,2,100.25,1064.65,8,6.970401386,1,0.000939276,8,1,1
0,1,1,0,72,1,2,1,1,2,2,1,2,2,2,1,0,104.15,7689.95,0,8.947669561,1,0.00013004,1,1,1
0,0,0,0,20,1,2,1,1,1,2,1,2,1,0,1,1,90.7,1781.35,1,7.485126783,1,0.000561372,1,1,0
1,0,0,0,2,0,0,0,1,2,1,1,2,2,0,0,2,51.4,96.8,8,4.572646994,0,0.010330579,1,1,0
0,0,0,0,48,1,2,1,1,2,2,1,2,2,2,1,0,108.1,5067.45,0,8.530593011,1,0.000197338,1,1,0
1,0,1,1,48,1,1,2,0,0,0,0,0,0,2,0,3,20,935.9,27,6.841508633,8,0.00106849,0,0,0
1,0,0,0,41,1,2,1,2,1,1,1,1,1,0,1,1,81.3,3190.65,1,8.067979937,1,0.000313416,8,1,0
0,0,0,0,9,1,1,0,2,1,2,2,1,2,0,1,0,68.25,576.95,0,6.357755608,0,0.001733252,8,8,0
1,0,1,0,72,1,2,1,2,2,1,1,1,2,2,1,1,94.45,6921.7,1,8.842416683,1,0.000144473,8,1,0
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,20.2,20.2,0,3.005682604,8,0.04950495,0,0,1
0,1,1,0,7,1,2,1,1,1,1,1,1,1,0,1,2,74.85,485.25,8,6.184664222,1,0.002060793,1,1,0
1,0,1,1,54,1,2,2,0,0,0,0,0,0,1,1,0,24.75,1342.15,0,7.202028085,8,0.000745073,0,0,0
0,1,0,0,3,1,2,1,1,1,1,1,2,2,0,1,2,94.85,335.75,8,5.816366835,1,0.002978407,1,1,0
1,1,1,0,1,1,2,1,1,1,2,1,2,2,0,1,2,100.8,100.8,8,4.613138356,1,0.009920635,1,1,1
0,0,1,0,40,1,2,1,1,2,1,1,2,2,0,1,2,101.3,4113.1,8,8.321932281,1,0.000243126,1,1,1
1,0,1,0,70,0,0,0,2,1,2,2,1,2,2,1,0,49.85,3370.2,0,8.122727369,0,0.000296718,8,8,0
0,0,1,0,70,1,2,0,1,2,2,2,2,1,2,0,0,72.95,5265.55,0,8.568940883,0,0.000189914,1,8,0
1,0,1,1,49,0,0,0,2,1,1,2,1,1,1,1,1,35.8,1782,1,7.485491608,0,0.000561167,8,8,0
0,0,0,0,52,1,1,1,1,1,2,1,1,2,0,1,1,83.8,4331.4,1,8.373646094,1,0.000230872,1,1,0
0,0,0,0,26,1,2,0,2,2,1,1,1,1,1,0,2,61.55,1581.95,8,7.366413542,0,0.000632131,8,1,0
1,0,1,1,35,1,1,2,0,0,0,0,0,0,2,1,3,19.85,739.35,27,6.605771422,8,0.001352539,0,0,0
